Timestamp,Event
2025-06-09 18:05:56,Posture OK
2025-06-09 18:05:56,Not Looking Straight
2025-06-09 18:05:56,Posture OK
2025-06-09 18:06:00,Not Looking Straight
2025-06-09 18:06:01,Posture OK
2025-06-09 18:06:01,Not Looking Straight
2025-06-09 18:06:01,Posture OK
2025-06-09 18:06:01,Not Looking Straight
2025-06-09 18:06:02,Posture OK
2025-06-09 18:06:02,Not Looking Straight
2025-06-09 18:06:02,Posture OK
2025-06-09 18:06:02,Not Looking Straight
2025-06-09 18:06:02,Posture OK
2025-06-09 18:06:03,Head Tilt Detected
2025-06-09 18:06:03,Posture OK
2025-06-09 18:06:03,Not Looking Straight
2025-06-09 18:06:03,Posture OK
2025-06-09 18:06:04,Not Looking Straight
2025-06-09 18:06:04,Posture OK
2025-06-09 18:06:04,Not Looking Straight
2025-06-09 18:06:04,Posture OK
2025-06-09 18:06:04,Not Looking Straight
2025-06-09 18:06:04,Posture OK
2025-06-09 18:06:05,Not Looking Straight
2025-06-09 18:06:05,Posture OK
2025-06-09 18:06:05,Not Looking Straight
2025-06-09 18:06:06,Head Tilt Detected
2025-06-09 18:06:06,Not Looking Straight
2025-06-09 18:06:11,Posture OK
2025-06-09 18:06:15,Side Tilt Detected
2025-06-09 18:06:16,Posture OK
2025-06-09 18:06:18,Side Tilt Detected
2025-06-09 18:06:18,Not Looking Straight
2025-06-09 18:06:18,Side Tilt Detected
2025-06-09 18:06:19,Not Looking Straight
2025-06-09 18:06:19,Side Tilt Detected
2025-06-09 18:06:19,Not Looking Straight
2025-06-09 18:06:19,Side Tilt Detected
2025-06-09 18:06:19,Not Looking Straight
2025-06-09 18:06:19,Side Tilt Detected
